 Experimental ID,Genome assembly,Track type class,Track type,Cell type class,Cell type,Cell type description,"Processing logs of ChIP, ATAC, DNase-seq (# of reads, % mapped, % duplicates, # of peaks [Q < 1E-05])",Title,"Processing logs of Bisulfite-seq (# of reads, % mapped, � coverage, # of hyper MR)",Meta data submitted by authors,,,,
SRX5289977,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"38398427,59.1,34.0,499",GSM3579049: GR-356 Ctrl V2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shCtrl,treatment=vehicle,ip antibody=GR-356,,
SRX5289978,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"51486769,77.9,37.4,1160",GSM3579050: GR-356 Ctrl T1; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shCtrl,treatment=TNF,ip antibody=GR-356,,
SRX5289979,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"57592219,50.9,20.0,937",GSM3579051: GR-356 Ctrl T2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shCtrl,treatment=TNF,ip antibody=GR-356,,
SRX5289980,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"85449417,64.1,40.3,9651",GSM3579052: GR-356 Ctrl D1; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shCtrl,treatment=dex,ip antibody=GR-356,,
SRX5289981,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"88667397,44.0,34.0,17338",GSM3579053: GR-356 Ctrl D2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shCtrl,treatment=dex,ip antibody=GR-356,,
SRX5289982,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"37459552,74.7,28.8,2344",GSM3579054: GR-356 Ctrl TD1; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shCtrl,treatment=TNF+dex,ip antibody=GR-356,,
SRX5289983,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"42926693,77.9,38.9,1744",GSM3579055: GR-356 Ctrl TD2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shCtrl,treatment=TNF+dex,ip antibody=GR-356,,
SRX5289984,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"46083343,61.9,34.5,700",GSM3579056: GR-356 shGR V1; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=vehicle,ip antibody=GR-356,,
SRX5289985,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"65557817,49.6,30.0,770",GSM3579057: GR-356 shGR V2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=vehicle,ip antibody=GR-356,,
SRX5289986,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"62341777,48.8,27.1,822",GSM3579058: GR-356 shGR T1; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=TNF,ip antibody=GR-356,,
SRX5289987,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"79214533,57.2,33.9,1126",GSM3579059: GR-356 shGR T2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=TNF,ip antibody=GR-356,,
SRX5289988,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"75870817,61.4,35.5,2240",GSM3579060: GR-356 shGR D1; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=dex,ip antibody=GR-356,,
SRX5289989,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"57015305,45.8,37.2,924",GSM3579061: GR-356 shGR D2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=dex,ip antibody=GR-356,,
SRX5289990,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"77318925,53.1,39.2,2374",GSM3579062: GR-356 shGR TD1; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=TNF+dex,ip antibody=GR-356,,
SRX5289991,hg38,TFs and others,NR3C1,Lung,BEAS-2B,Primary Tissue=Lung|Tissue Diagnosis=Normal,"64117981,66.7,32.7,2016",GSM3579063: GR-356 shGR TD2; Homo sapiens; ChIP-Seq,source_name=Beas-2B airway epithelial cells,lentiviral treatment=shGR,treatment=TNF+dex,ip antibody=GR-356,,
SRX5503025,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16310834,94.6,13.3,508",GSM3664982: ChIP-seq control rep1; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX5503026,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"3930552,89.7,14.1,126",GSM3664983: ChIP-seq control rep2; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX5503027,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"33266984,86.5,6.1,23939",GSM3664984: ChIP-seq YY1 rep1; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX5503028,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21398671,87.5,4.8,17456",GSM3664985: ChIP-seq YY1 rep2; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX5503029,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"44366405,92.9,13.8,25698",GSM3664986: ChIP-seq YY1-PDS rep1; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX5503030,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"35127720,93.0,11.8,23655",GSM3664987: ChIP-seq YY1-PDS rep2; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX5503031,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"29230348,91.4,5.7,24950",GSM3664988: ChIP-seq YY1-TMPYP4 rep1; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX5503032,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"34330320,91.5,6.1,26929",GSM3664989: ChIP-seq YY1-TMPYP4 rep2; Homo sapiens; ChIP-Seq,source_name=293T YY1-TAPTAG,"antibody=Anti-Flag (Cell Signaling Technology, 2368S)",cell type=Human embryonic kidney cells,,,
SRX555489,hg38,TFs and others,Epitope tags,Pluripotent stem cell,KhES-3,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"5370997,97.8,0.7,80",GSM1400761: ChIP HA; Homo sapiens; ChIP-Seq,source_name=Human Embryonic Stem Cells_HA,"chip antibody=Pierce Anti-HA Agarose (Thermo Scientific, 26181)","cell line=HES-3 (46 X,X) (ES Cell International)",,,
SRX668340,hg38,TFs and others,FOXM1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"35241009,97.6,3.1,1411",GSM1464011: ds066 293T FOXM1 GTX 1; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 Flp,antibody=anti-FOXM1 (GTX-1000276 and GTX102170),,,
SRX668341,hg38,TFs and others,FOXM1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"36209008,98.2,3.9,928",GSM1464012: ds067 293T FOXM1 GTX 2; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 Flp,antibody=anti-FOXM1 (GTX-1000276 and GTX102170),,,
SRX668342,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"37342816,98.4,2.6,5728",GSM1464013: ds068 293T GFP 1; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 WT,antibody=anti-GFP (ab290),,,
SRX668343,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"49622679,98.2,2.7,7192",GSM1464014: ds069 293T GFP 2; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 WT,antibody=anti-GFP (ab290),,,
SRX668345,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"33556304,98.7,2.2,5703",GSM1464016: ds071 293T GFP PD WT GFP FOXM1 set1; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 WT,antibody=anti-GFP (ab290),,,
SRX668346,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"30244526,98.8,2.0,839",GSM1464017: ds072 293T GFP PD WT GFP FOXM1 HA mut set1; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 H/A mut,antibody=anti-GFP (ab290),,,
SRX668348,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"33001116,98.7,2.8,4816",GSM1464019: ds076 293T GFP PD WT GFP FOXM1; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 WT,antibody=anti-GFP (ab290),,,
SRX668349,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"39267883,98.7,2.2,4152",GSM1464020: ds077 293T GFP PD WT GFP FOXM1; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 WT,antibody=anti-GFP (ab290),,,
SRX668350,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"39282913,98.8,3.1,872",GSM1464021: ds078 293T GFP PD WT GFP FOXM1 HA; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 H/A,antibody=anti-GFP (ab290),,,
SRX668351,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"39104536,99.0,2.5,1024",GSM1464022: ds079 293T GFP PD WT GFP FOXM1 HA; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 H/A,antibody=anti-GFP (ab290),,,
SRX668352,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"45049848,98.5,3.2,1254",GSM1464023: ds080 293T GFP PD WT GFP FOXM1 RA; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 R/A,antibody=anti-GFP (ab290),,,
SRX668353,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"54301064,98.5,3.7,1415",GSM1464024: ds081 293T GFP PD WT GFP FOXM1 RA; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-In cells,cell type=293 GFP-foxm1 R/A,antibody=anti-GFP (ab290),SRX6684579,hg38,Histone
SRX670629,hg38,TFs and others,ELK3,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"44875168,94.1,62.0,4258",GSM1466691: ELK3 Normoxia; Homo sapiens; ChIP-Seq,source_name=HUVEC Cells,"cell line=HUVEC cells (ATCC, CRL1730)",antibody=hELK3 2005 (in house),,,
SRX6742746,hg38,TFs and others,ZNF398,Pluripotent stem cell,hES BG01V,Primary Tissue=Embryo|Tissue Diagnosis=Normal,"27019025,89.5,49.5,1079",GSM4039047: ChIP-seq of ZNF398 in BG01V human embryonic stem cells; Homo sapiens; ChIP-Seq,source_name=BG01V hESCs,cell type=BG01V,antibody=ZNF398,SRX6743046,hg38,TFs and others
SRX6818032,hg38,TFs and others,PML,Epidermis,NHDF,Primary Tissue=Skin|Tissue Diagnosis=Normal,"37251443,89.1,48.1,1149",GSM4066635: NHDF ChIP-seq; Homo sapiens; ChIP-Seq,source_name=NHDF,cell type=Normal Human Dermal Fibroblasts (NHDF),"chip antibody=PML antibody conjugated with horse-radish peroxidase (PG-M3, sc-966 HRP, Santa Cruz)",SRX6818878,hg38,Histone
SRX689357,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"77362181,99.3,4.3,1764",GSM1493017: vector control cells FLAG ChIP (2514-WPT-1 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689358,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"61082748,99.3,4.1,1483",GSM1493018: WT-MYC expressing cells FLAG ChIP (2514-WPT-2 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689359,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"59625161,99.3,3.4,1669",GSM1493019: WBM-MYC expressing cells FLAG ChIP (2514-WPT-3 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689360,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"50141602,95.4,6.3,1336",GSM1493020: vector control cells FLAG ChIP (2514-WPT-5 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689361,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"65467877,96.3,6.6,5094",GSM1493021: WT-MYC expressing cells FLAG ChIP (2514-WPT-6 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689362,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"59634641,96.8,6.9,3916",GSM1493022: WBM-MYC expressing cells FLAG ChIP (2514-WPT-7 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689363,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"48532981,99.1,4.2,1823",GSM1493023: WT-MYC expressing cells FLAG ChIP (2514-WPT-10 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689364,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"61125106,99.2,4.3,2051",GSM1493024: WBM-MYC expressing cells FLAG ChIP (2514-WPT-11 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689365,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"54456817,99.1,3.9,1819",GSM1493025: vector control cells FLAG ChIP (2514-WPT-13 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,"cell line=HEK293 cells, retrovirally transduced",chip antibody=M2 agarose (Sigma; F1804),,,
SRX689366,hg38,TFs and others,WDR5,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"46961378,86.2,8.0,27622",GSM1493026: HEK293 cells WDR5 ChIP (2514-WPT-23 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,cell line=HEK293 cells,chip antibody=WDR5 antibody (Bethyl A302-430A),,,
SRX689368,hg38,TFs and others,WDR5,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"53172841,90.7,4.5,17226",GSM1493028: HEK293 cells WDR5 ChIP (2514-WPT-25 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,cell line=HEK293 cells,chip antibody=WDR5 antibody (Bethyl A302-430A),,,
SRX689370,hg38,TFs and others,WDR5,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"48483215,82.0,6.8,21630",GSM1493030: HEK293 cells WDR5 ChIP (2514-WPT-27 1); Homo sapiens; ChIP-Seq,source_name=cultured cell line,cell line=HEK293 cells,chip antibody=WDR5 antibody (Bethyl A302-430A),,,
SRX694763,hg38,TFs and others,USP7,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"71375576,93.8,34.4,1226",GSM1495959: 293Trex USP7; Homo sapiens; ChIP-Seq,source_name=293T-Rex,cell line=293T-Rex,"chip antibody=anti-USP7 (Bethyl, catalog# A300-033A)",SRX6949255,hg38,TFs and others
SRX7099470,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"68760466,97.4,22.1,106288","GSM4148760: ChIP-Seq of total Flag-BirA-tagged histone H2A.Z, replicate 1; Homo sapiens; ChIP-Seq",source_name=Human embryonic kidney cells,cell line=HEK293T,chip antibody=Anti-Flag M2 affinity agarose gel (Sigma A2220),,,
SRX7099471,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"56808603,97.7,16.6,50249","GSM4148761: ChIP-Seq of total Flag-BirA-tagged histone H2A.Z, replicate 2; Homo sapiens; ChIP-Seq",source_name=Human embryonic kidney cells,cell line=HEK293T,chip antibody=Anti-Flag M2 affinity agarose gel (Sigma A2220),,,
SRX738354,hg38,TFs and others,EHMT2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"27257603,88.4,6.4,1878",GSM1530051: G9a ChIP-seq result; Homo sapiens; ChIP-Seq,source_name=HEK 293T cells,cell line=HEK 293T,chip antibody=G9a,,,
SRX738355,hg38,TFs and others,ZNF644,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"35876055,89.5,13.9,3427",GSM1530052: ZNF644 ChIP-seq result; Homo sapiens; ChIP-Seq,source_name=HEK 293T cells,cell line=HEK 293T,chip antibody=ZNF644,,,
SRX738356,hg38,TFs and others,WIZ,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"30808303,88.8,8.9,2591",GSM1530053: WIZ ChIP-seq result; Homo sapiens; ChIP-Seq,source_name=HEK 293T cells,cell line=HEK 293T,chip antibody=WIZ,,,
SRX7707491,hg38,TFs and others,U2AF2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"98032692,98.0,14.4,1172",GSM4306341: U2AF65; Homo sapiens; ChIP-Seq,source_name=HEK293,cell line=HEK293,antibody=U2AF65,SRX7712480,hg38,Input control
SRX7818472,hg38,TFs and others,Epitope tags,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"68551923,98.4,39.8,1182",GSM4365594: H3.3-V5 0h 4OHT; Homo sapiens; ChIP-Seq,source_name=RPE1-hTERT,chip antibody=anti-V5 (R96025; Invitrogen),,,,
SRX7818473,hg38,TFs and others,Epitope tags,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"37125679,94.0,40.9,814",GSM4365595: H3.3-FLAG 8h 4OHT; Homo sapiens; ChIP-Seq,source_name=RPE1-hTERT,chip antibody=anti-FLAG M2 (F1804; Sigma),,,,
SRX7818474,hg38,TFs and others,Epitope tags,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"96466982,97.8,26.4,11358",GSM4365596: H3.3-FLAG 24h 4OHT; Homo sapiens; ChIP-Seq,source_name=RPE1-hTERT,chip antibody=anti-FLAG M2 (F1804; Sigma),,SRX7826472,hg38,TFs and others
SRX7902971,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"43379851,97.8,1.3,6624",GSM4409266: OK6 rep1 RREB1; Homo sapiens; ChIP-Seq,source_name=HEK293T,chip antibody=M2-FLAG (Sigma),,,,
SRX7902972,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"42401769,97.4,1.6,7312",GSM4409267: OK6 rep2 RREB1; Homo sapiens; ChIP-Seq,source_name=HEK293T,chip antibody=M2-FLAG (Sigma),,,,
SRX7902973,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"48398373,96.3,1.5,3604",GSM4409268: OK6 rep3 RREB1; Homo sapiens; ChIP-Seq,source_name=HEK293T,chip antibody=M2-FLAG (Sigma),,,,
SRX8473458,hg38,TFs and others,EZH2,Digestive tract,Het-1A,Primary Tissue=Esophagus|Tissue Diagnosis=Normal,"19624415,35.1,3.7,235",GSM4592181: Het-1A EZH2-ChIPseq; Homo sapiens; ChIP-Seq,source_name=Het-1A,tissue=Immortalized normal esophageal epithelium,chip antibody=EZH2,,,
SRX8707932,hg38,TFs and others,ERH,Epidermis,BJ,Primary Tissue=Skin|Tissue Diagnosis=Normal,"26778475,96.8,5.8,347",GSM4667006: ERH ChIP rep1; Homo sapiens; ChIP-Seq,source_name=Human BJ Fibroblast,"chip antibody=ERH (Sigma-Millipore - HPA002567, Lot# A41692)",,,,
SRX8707933,hg38,TFs and others,ERH,Epidermis,BJ,Primary Tissue=Skin|Tissue Diagnosis=Normal,"28487927,97.1,7.8,380",GSM4667007: ERH ChIP rep2; Homo sapiens; ChIP-Seq,source_name=Human BJ Fibroblast,"chip antibody=ERH (Sigma-Millipore - HPA002567, Lot# A41692)",,,,
SRX8840562,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20567024,40.2,78.8,93",GSM4698818: TyrRS rep1; Homo sapiens; ChIP-Seq,source_name=HEK293,cell type=human embryonic kidney,"chip antibody=Thermo Fisher Scientific, R960CUS",,,
SRX8840564,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"15358168,42.3,34.9,75",GSM4698820: TyrRS rep2; Homo sapiens; ChIP-Seq,source_name=HEK293,cell type=human embryonic kidney,"chip antibody=Thermo Fisher Scientific, R960CUS",,,
SRX9107918,hg38,TFs and others,MCM3,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"22386500,91.6,37.0,1653",GSM4776566: Growth Phase MCM3IP; Homo sapiens; ChIP-Seq,source_name=hTERT-RPE1 cells,cell type=hTERT-immortalized retinal pigment epithelial cells,"chip antibody=MCM3(M038-3, MBL)",,,
SRX9107922,hg38,TFs and others,MCM3,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"24168260,90.8,27.0,4087",GSM4776570: Confluent MCM3IP; Homo sapiens; ChIP-Seq,source_name=hTERT-RPE1 cells,cell type=hTERT-immortalized retinal pigment epithelial cells,"chip antibody=MCM3(M038-3, MBL)",,,
SRX9258677,hg38,TFs and others,CPSF3L,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"78643637,98.4,72.0,4344",GSM4822332: HEK-293T UT anti-Int11 ChIP rep1; Homo sapiens; ChIP-Seq,source_name=HEK-293T cells,stress=N/A,chip antibody=Anti-Int11 (ab75276),,,
SRX9258678,hg38,TFs and others,CPSF3L,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"68166449,98.7,80.4,1846",GSM4822333: HEK-293T UT anti-Int11 ChIP rep2; Homo sapiens; ChIP-Seq,source_name=HEK-293T cells,stress=N/A,chip antibody=Anti-Int11 (ab75276),,,
SRX9258681,hg38,TFs and others,CPSF3L,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"64623371,98.3,81.7,1183",GSM4822336: HEK-293T KCl anti-Int11 ChIP rep1; Homo sapiens; ChIP-Seq,source_name=HEK-293T cells,stress=1 hour 80 mM KCl,chip antibody=Anti-Int11 (ab75276),,,
SRX9258682,hg38,TFs and others,CPSF3L,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"80411700,98.4,87.4,1304",GSM4822337: HEK-293T KCl anti-Int11 ChIP rep2; Homo sapiens; ChIP-Seq,source_name=HEK-293T cells,stress=1 hour 80 mM KCl,chip antibody=Anti-Int11 (ab75276),,,
SRX9258685,hg38,TFs and others,INTS3,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"63529293,87.8,32.2,1750",GSM4822340: HEK-293T UT Int3 ChIP; Homo sapiens; ChIP-Seq,source_name=HEK-293T cells,stress=N/A,chip antibody=Anti-Int3 (Bethyl A-302-050A),,,
